lic bed size,DAY_TOT,adj pat days,DIS_TOT,DSH hosp,FAC_NO,FAC_NAME
1-49,5350.0,10543.24578155082,1330.0,Non-DSH,106361458.0,COLORADO RIVER MEDICAL CENTER
1-49,4032.0,8932.429971425549,1002.0,Non-DSH,106060870.0,COLUSA REGIONAL MEDICAL CENTER
1-49,4629.0,14812.743228536376,596.0,Non-DSH,106160702.0,CORCORAN DISTRICT HOSPITAL
1-49,9078.0,14612.623606650119,29.0,Non-DSH,106240853.0,DOS PALOS MEMORIAL HOSPITAL
50-99,25485.0,60975.57833514617,619.0,Non-DSH,106320859.0,EASTERN PLUMAS HEALTH CARE
1-49,5292.0,13435.560463452468,1887.0,Non-DSH,106474007.0,FAIRCHILD MEDICAL CENTER
100-149,33678.0,61924.5443728276,2859.0,Non-DSH,106370705.0,FALLBROOK HOSPITAL DISTRICT
1-49,4147.0,9481.605167973723,1133.0,Non-DSH,106230949.0,FRANK R HOWARD MEMORIAL HOSPITAL
50-99,19864.0,44414.72822557932,2015.0,DSH,106270777.0,GEORGE L. MEE MEMORIAL HOSPITAL
1-49,714.0,4591.463536338098,311.0,Non-DSH,106110889.0,GLENN MEDICAL CENTER
100-149,19712.0,39348.37496551543,4340.0,Non-DSH,106160725.0,HANFORD COMMUNITY HOSPITAL
150-199,45042.0,87236.83142662745,2859.0,Non-DSH,106350784.0,HAZEL HAWKINS MEMORIAL HOSPITAL
1-49,6088.0,16387.8714582923,693.0,Non-DSH,106490964.0,HEALDSBURG DISTRICT HOSPITAL
150-199,52312.0,81740.47755929206,3801.0,DSH,106362041.0,HI-DESERT MEDICAL CENTER
1-49,8114.0,15424.770196818465,151.0,Non-DSH,106320874.0,INDIAN VALLEY HOSPITAL
1-49,3251.0,11603.31585984088,94.0,DSH,106121031.0,JEROLD PHELPS COMMUNITY HOSPITAL
1-49,10144.0,45956.182247114906,255.0,DSH,106220733.0,JOHN C FREMONT HEALTHCARE DISTRICT
100-149,29517.0,56437.70521603642,1402.0,DSH,106150737.0,KERN VALLEY HEALTHCARE DISTRICT
1-49,8129.0,15166.346292830358,812.0,DSH,106100745.0,KINGSBURG MEDICAL HOSPITAL
150-199,45675.0,97121.34483839454,2760.0,DSH,106420491.0,LOMPOC HEALTHCARE DISTRICT
1-49,1879.0,4681.594381993555,714.0,Non-DSH,106260011.0,MAMMOTH HOSPITAL
1-49,7195.0,15065.747041972569,1849.0,Non-DSH,106050932.0,MARK TWAIN ST. JOSEPH'S HOSPITAL
100-149,26844.0,46386.64760733425,6089.0,Non-DSH,106090933.0,MARSHALL MEDICAL CENTER
100-149,32857.0,65297.33555382323,721.0,DSH,106450936.0,MAYERS MEMORIAL HOSPITAL
1-49,7794.0,17660.97742225953,1947.0,Non-DSH,106240924.0,MEMORIAL HOSPITAL LOS BANOS
50-99,8806.0,22329.60962230843,1821.0,Non-DSH,106231013.0,MENDOCINO COAST DISTRICT HOSPITAL
50-99,19883.0,35116.34707930639,1644.0,DSH,106470871.0,MERCY HOSPITAL OF MT. SHASTA
50-99,18462.0,37921.32241471929,253.0,Non-DSH,106250956.0,MODOC MEDICAL CENTER
1-49,8225.0,23373.702869761204,601.0,DSH,106361266.0,MOUNTAINS COMMUNITY HOSPITAL
1-49,3537.0,8595.58108901897,1123.0,Non-DSH,106141273.0,NORTHERN INYO HOSPITAL
150-199,46251.0,95284.63146778989,2415.0,DSH,106500967.0,OAK VALLEY DISTRICT HOSPITAL
100-149,13894.0,26061.990714957345,734.0,Non-DSH,106560501.0,OJAI VALLEY COMMUNITY HOSPITAL
1-49,4657.0,9762.332163190546,1143.0,Non-DSH,106491338.0,PALM DRIVE HOSPITAL
50-99,5040.0,10320.976847779866,1673.0,DSH,106331288.0,PALO VERDE HOSPITAL
100-149,18346.0,31490.60016992955,5527.0,DSH,106130760.0,PIONEERS MEMORIAL HOSPITAL
1-49,1783.0,5783.455393112292,619.0,Non-DSH,106320986.0,PLUMAS DISTRICT HOSPITAL
1-49,6126.0,15861.516435569094,1778.0,DSH,106171049.0,REDBUD COMMUNITY HOSPITAL
1-49,5978.0,12225.569123318426,1712.0,Non-DSH,106121051.0,REDWOOD MEMORIAL HOSPITAL
50-99,8753.0,18051.23573728416,2482.0,Non-DSH,106150782.0,RIDGECREST REGIONAL HOSPITAL
50-99,17906.0,24519.996915939057,4000.0,Non-DSH,106331326.0,SAN GORGONIO MEMORIAL HOSPITAL
1-49,865.0,4638.684188866227,297.0,Non-DSH,106420522.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL
50-99,5765.0,13786.254733732781,2100.0,DSH,106100793.0,SELMA COMMUNITY HOSPITAL
1-49,6133.0,20349.06199108613,304.0,Non-DSH,106321016.0,SENECA HEALTHCARE DISTRICT
100-149,23808.0,30181.88370163158,72.0,Non-DSH,106410828.0,SETON MEDICAL CENTER - COASTSIDE
1-49,5250.0,15920.71390975435,2506.0,DSH,106100797.0,SIERRA KINGS DISTRICT HOSPITAL
100-149,25078.0,48982.62393082081,6854.0,Non-DSH,106291023.0,SIERRA NEVADA MEMORIAL HOSPITAL
150-199,41687.0,96411.27921397638,3955.0,Non-DSH,106551034.0,SONORA REGIONAL MEDICAL CENTER
1-49,11853.0,23165.430363335727,125.0,Non-DSH,106141338.0,SOUTHERN INYO HOSPITAL
50-99,11843.0,21082.550110294844,4126.0,Non-DSH,106521041.0,ST. ELIZABETH COMMUNITY HOSPITAL
150-199,50234.0,67175.14648499397,12236.0,DSH,106361343.0,ST. MARY MEDICAL CENTER - APPLE VALLEY
1-49,8712.0,12520.809238410455,64.0,Non-DSH,106250955.0,SURPRISE VALLEY COMMUNITY HOSPITAL
50-99,15720.0,29165.852337837347,2792.0,Non-DSH,106034002.0,SUTTER AMADOR HOSPITAL
50-99,9645.0,24076.21652468032,2730.0,Non-DSH,106084001.0,SUTTER COAST HOSPITAL
50-99,10305.0,20160.207267450773,2609.0,Non-DSH,106171395.0,SUTTER LAKESIDE HOSPITAL
50-99,18305.0,34195.6868626988,1947.0,Non-DSH,106291053.0,TAHOE FOREST HOSPITAL
1-49,7241.0,39953.54798096388,126.0,DSH,106150808.0,TEHACHAPI HOSPITAL
50-99,8967.0,27525.42689306981,400.0,DSH,106531059.0,TRINITY GENERAL HOSPITAL
50-99,23187.0,48558.237775716334,1864.0,DSH,106551061.0,TUOLUMNE GENERAL HOSPITAL
50-99,22156.0,32292.839595126203,4809.0,Non-DSH,106400548.0,TWIN CITIES COMMUNITY HOSPITAL
50-99,12229.0,23191.543403796895,3879.0,Non-DSH,106231396.0,UKIAH VALLEY MEDICAL CENTER-HOSPITAL DR
100-149,23508.0,39065.914478801846,6642.0,DSH,106361370.0,VICTOR VALLEY COMMUNITY HOSPITAL
200-299,46541.0,122941.99498839368,11533.0,DSH,106164029.0,ADVENTIST MEDICAL CENTER - HANFORD
1-49,4498.0,31526.254967878293,1939.0,DSH,106100797.0,ADVENTIST MEDICAL CENTER - REEDLEY
1-49,3105.0,11397.1936102436,999.0,Non-DSH,106184008.0,BANNER LASSEN MEDICAL CENTER
1-49,7172.0,18544.0674317938,2413.0,Non-DSH,106364430.0,BARSTOW COMMUNITY HOSPITAL
100-149,23165.0,65562.2262476029,2177.0,Non-DSH,106090793.0,BARTON MEMORIAL HOSPITAL
1-49,5249.0,57098.6957910184,173.0,DSH,106361110.0,BEAR VALLEY COMMUNITY HOSPITAL
1-49,2235.0,12442.177875843294,18.0,Non-DSH,106190045.0,CATALINA ISLAND MEDICAL CENTER
100-149,29710.0,78830.8172869459,185.0,DSH,106100697.0,COALINGA REGIONAL MEDICAL CENTER
1-49,1532.0,6370.69331723064,465.0,DSH,106361458.0,COLORADO RIVER MEDICAL CENTER
1-49,4455.0,12624.0831911439,811.0,Non-DSH,106060870.0,COLUSA REGIONAL MEDICAL CENTER
50-99,18567.0,61699.1109911072,246.0,DSH,106320859.0,EASTERN PLUMAS HEALTH CARE
1-49,4539.0,12936.11177622772,1401.0,Non-DSH,106474007.0,FAIRCHILD MEDICAL CENTER
1-49,6062.0,11123.7601730349,1473.0,Non-DSH,106230949.0,FRANK R. HOWARD MEMORIAL HOSPITAL
50-99,18940.0,50570.7486486976,1014.0,DSH,106270777.0,GEORGE L. MEE MEMORIAL HOSPITAL
1-49,920.0,8344.32127108264,191.0,Non-DSH,106110889.0,GLENN MEDICAL CENTER
150-199,44539.0,121886.19446772918,2400.0,DSH,106350784.0,HAZEL HAWKINS MEMORIAL HOSPITAL
1-49,9316.0,22880.8612477149,790.0,Non-DSH,106490964.0,HEALDSBURG DISTRICT HOSPITAL
150-199,40006.0,84024.4662669232,2712.0,DSH,106362041.0,HI-DESERT MEDICAL CENTER
1-49,3601.0,21250.8040923714,44.0,DSH,106121031.0,JEROLD PHELPS COMMUNITY HOSPITAL
1-49,10064.0,38642.23164279234,230.0,Non-DSH,106220733.0,JOHN C. FREMONT HEALTHCARE DISTRICT
100-149,27684.0,61073.7270651423,717.0,DSH,106150737.0,KERN VALLEY HOSPITAL DISTRICT
150-199,45050.0,111610.999067474,2717.0,DSH,106420491.0,LOMPOC VALLEY MEDICAL CENTER
1-49,1396.0,4600.66599867125,675.0,Non-DSH,106260011.0,MAMMOTH HOSPITAL
1-49,3715.0,11548.828625835817,1041.0,Non-DSH,106050932.0,MARK TWAIN MEDICAL CENTER
100-149,25139.0,57813.6756108091,5608.0,Non-DSH,106090933.0,MARSHALL MEDICAL CENTER
100-149,29493.0,65100.6335214329,461.0,Non-DSH,106450936.0,MAYERS MEMORIAL HOSPITAL
1-49,3575.0,13130.0288889947,1622.0,DSH,106240924.0,MEMORIAL HOSPITAL LOS BANOS
1-49,4507.0,15343.4588909714,1068.0,Non-DSH,106231013.0,MENDOCINO COAST DISTRICT HOSPITAL
1-49,2680.0,7953.56810331601,994.0,Non-DSH,106470871.0,MERCY MEDICAL CENTER MT. SHASTA
50-99,13121.0,43803.2222856768,207.0,Non-DSH,106250956.0,MODOC MEDICAL CENTER
1-49,8752.0,38670.7900563421,374.0,DSH,106361266.0,MOUNTAINS COMMUNITY HOSPITAL
1-49,3776.0,11691.9216722404,1136.0,Non-DSH,106141273.0,NORTHERN INYO HOSPITAL
150-199,39500.0,135988.09952563,1075.0,DSH,106500967.0,OAK VALLEY DISTRICT HOSPITAL
50-99,25740.0,53714.0755018817,750.0,DSH,106560501.0,OJAI VALLEY COMMUNITY HOSPITAL
1-49,10814.0,33635.47852421408,563.0,Non-DSH,106040802.0,ORCHARD HOSPITAL
50-99,2773.0,9330.63853749801,844.0,DSH,106331288.0,PALO VERDE HOSPITAL
1-49,1420.0,8198.277144654838,531.0,Non-DSH,106320986.0,PLUMAS DISTRICT HOSPITAL
1-49,5117.0,14294.5250266283,1386.0,Non-DSH,106121051.0,REDWOOD MEMORIAL HOSPITAL
150-199,45557.0,131493.302436881,2163.0,Non-DSH,106150782.0,RIDGECREST REGIONAL HOSPITAL
50-99,16129.0,35444.67174772783,3798.0,DSH,106331326.0,SAN GORGONIO MEMORIAL HOSPITAL
1-49,823.0,5237.796387847354,262.0,Non-DSH,106420522.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL
1-49,6308.0,23753.3009262605,200.0,Non-DSH,106321016.0,SENECA HEALTHCARE DISTRICT
100-149,18476.0,36331.8454822083,4781.0,DSH,106291023.0,SIERRA NEVADA MEMORIAL HOSPITAL
1-49,1799.0,4774.555728562402,440.0,Non-DSH,106491338.0,SONOMA WEST MEDICAL CENTER
150-199,43926.0,118707.353060012,4717.0,Non-DSH,106554011.0,SONORA REGIONAL MEDICAL CENTER - GREENLEY
1-49,5169.0,18179.7239045263,83.0,Non-DSH,106141338.0,SOUTHERN INYO HOSPITAL
50-99,8561.0,24676.5904888179,2943.0,Non-DSH,106521041.0,ST. ELIZABETH COMMUNITY HOSPITAL
1-49,5791.0,18166.0268334293,1494.0,DSH,106171049.0,ST. HELENA HOSPITAL - CLEARLAKE
200-299,62775.0,104253.210425364,14899.0,Non-DSH,106361343.0,ST. MARY MEDICAL CENTER - APPLE VALLEY
1-49,7497.0,10582.7358460178,36.0,Non-DSH,106250955.0,SURPRISE VALLEY COMMUNITY HOSPITAL
50-99,8704.0,19033.0292269414,2267.0,DSH,106034002.0,SUTTER AMADOR HOSPITAL
1-49,8037.0,21423.453807254,1564.0,DSH,106084001.0,SUTTER COAST HOSPITAL
1-49,6007.0,21267.7247230836,1453.0,DSH,106171395.0,SUTTER LAKESIDE HOSPITAL
50-99,15907.0,49820.113680652,1622.0,Non-DSH,106291053.0,TAHOE FOREST HOSPITAL
1-49,5706.0,86059.0839645625,133.0,Non-DSH,106150808.0,TEHACHAPI VALLEY HOSPITAL DISTRICT
50-99,4100.0,9072.29348541219,372.0,Non-DSH,106531059.0,TRINITY HOSPITAL
100-149,14952.0,28830.2048809527,4296.0,Non-DSH,106400548.0,TWIN CITIES COMMUNITY HOSPITAL
50-99,11999.0,38692.4966025033,3402.0,DSH,106231396.0,UKIAH VALLEY MEDICAL CENTER
100-149,24401.0,39065.0801753183,5500.0,DSH,106361370.0,VICTOR VALLEY GLOBAL MEDICAL CENTER
1-49,6078.0,26638.7539944703,1353.0,DSH,106171049.0,ADVENTIST HEALTH CLEARLAKE
200-299,52519.0,129858.600880237,10652.0,DSH,106164029.0,ADVENTIST HEALTH HANFORD
1-49,8134.0,14514.916562477787,1844.0,DSH,106234038.0,ADVENTIST HEALTH HOWARD MEMORIAL
1-49,5168.0,20549.6545040877,807.0,Non-DSH,106231013.0,ADVENTIST HEALTH MENDOCINO COAST
1-49,7734.0,56378.5185490394,1746.0,DSH,106100797.0,ADVENTIST HEALTH REEDLEY
150-199,35760.0,108119.549698407,4188.0,DSH,106554011.0,ADVENTIST HEALTH SONORA - GREENLEY
1-49,6011.0,15551.697314866009,1132.0,DSH,106154168.0,ADVENTIST HEALTH TEHACHAPI VALLEY
50-99,14910.0,44872.0513895119,3415.0,DSH,106231396.0,ADVENTIST HEALTH UKIAH VALLEY
1-49,3473.0,11173.0940091071,884.0,Non-DSH,106184008.0,BANNER LASSEN MEDICAL CENTER
1-49,8961.0,20718.501942916,2166.0,DSH,106364430.0,BARSTOW COMMUNITY HOSPITAL
100-149,19417.0,67386.1850930466,1581.0,Non-DSH,106090793.0,BARTON MEMORIAL HOSPITAL
1-49,5680.0,64864.16573182107,186.0,DSH,106361110.0,BEAR VALLEY COMMUNITY HOSPITAL
1-49,2141.0,20778.559673821,12.0,Non-DSH,106190045.0,CATALINA ISLAND MEDICAL CENTER
1-49,6088.0,20257.5177097161,263.0,Non-DSH,106100697.0,COALINGA REGIONAL MEDICAL CENTER
1-49,737.0,5054.03970145443,315.0,DSH,106361458.0,COLORADO RIVER MEDICAL CENTER
1-49,8712.0,20558.6705294555,1025.0,Non-DSH,106060870.0,COLUSA MEDICAL CENTER
50-99,19999.0,66850.8747495983,162.0,DSH,106320859.0,EASTERN PLUMAS HEALTH CARE
1-49,4953.0,16020.6882713058,1330.0,Non-DSH,106474007.0,FAIRCHILD MEDICAL CENTER
50-99,13452.0,64842.0126168123,497.0,DSH,106270777.0,GEORGE L. MEE MEMORIAL HOSPITAL
1-49,9231.0,27128.431249241185,111.0,Non-DSH,106110889.0,GLENN MEDICAL CENTER
100-149,33610.0,93403.275377166,1952.0,DSH,106350784.0,HAZEL HAWKINS MEMORIAL HOSPITAL
1-49,4090.0,14061.5555043465,294.0,Non-DSH,106490964.0,HEALDSBURG HOSPITAL
150-199,42359.0,91496.11911269928,1930.0,DSH,106362041.0,HI-DESERT MEDICAL CENTER
1-49,3838.0,17440.1828116012,71.0,Non-DSH,106121031.0,JEROLD PHELPS COMMUNITY HOSPITAL
1-49,7913.0,28194.7794244005,340.0,Non-DSH,106220733.0,JOHN C. FREMONT HEALTHCARE DISTRICT
100-149,20171.0,55385.9226813051,411.0,DSH,106150737.0,KERN VALLEY HOSPITAL DISTRICT
150-199,36902.0,95896.5630050602,2657.0,Non-DSH,106420491.0,LOMPOC VALLEY MEDICAL CENTER
1-49,1687.0,5367.61390560549,702.0,Non-DSH,106260011.0,MAMMOTH HOSPITAL
1-49,3335.0,10302.2972785124,880.0,Non-DSH,106050932.0,MARK TWAIN MEDICAL CENTER
100-149,18941.0,43994.44867212696,4681.0,Non-DSH,106090933.0,MARSHALL MEDICAL CENTER
100-149,29689.0,60926.7302996036,316.0,DSH,106450936.0,MAYERS MEMORIAL HOSPITAL
1-49,5732.0,17242.789724112215,1242.0,DSH,106240924.0,MEMORIAL HOSPITAL LOS BANOS
1-49,2981.0,11677.921122176655,849.0,DSH,106470871.0,MERCY MEDICAL CENTER - MT. SHASTA
50-99,8779.0,31417.2569487058,150.0,Non-DSH,106254005.0,MODOC MEDICAL CENTER
1-49,8052.0,33579.272081667,270.0,DSH,106361266.0,MOUNTAINS COMMUNITY HOSPITAL
1-49,2662.0,13322.2887184098,878.0,Non-DSH,106141273.0,NORTHERN INYO HOSPITAL
100-149,32731.0,111916.82947381036,752.0,DSH,106500967.0,OAK VALLEY HOSPITAL DISTRICT
100-149,25218.0,54283.0373191711,582.0,DSH,106560501.0,OJAI VALLEY COMMUNITY HOSPITAL
100-149,23648.0,96168.46117917451,436.0,Non-DSH,106040802.0,ORCHARD HOSPITAL
50-99,1298.0,6472.684332652532,396.0,Non-DSH,106331288.0,PALO VERDE HOSPITAL
1-49,1074.0,4939.68983883092,347.0,Non-DSH,106320986.0,PLUMAS DISTRICT HOSPITAL
1-49,4713.0,15155.8454011867,865.0,Non-DSH,106121051.0,PROVIDENCE REDWOOD MEMORIAL HOSPITAL
150-199,27907.0,91775.39964615995,1887.0,Non-DSH,106150782.0,RIDGECREST REGIONAL HOSPITAL
50-99,11033.0,25139.4351623601,2695.0,DSH,106331326.0,SAN GORGONIO MEMORIAL HOSPITAL
1-49,378.0,5109.66892506202,138.0,Non-DSH,106420522.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL
1-49,4391.0,22589.23916413101,71.0,Non-DSH,106321016.0,SENECA HEALTHCARE DISTRICT
100-149,16655.0,35389.7713964703,4212.0,DSH,106291023.0,SIERRA NEVADA MEMORIAL HOSPITAL
1-49,11494.0,11494.0,352.0,Non-DSH,106491338.0,SONOMA SPECIALTY HOSPITAL
1-49,10966.0,24262.9037269672,90.0,Non-DSH,106141338.0,SOUTHERN INYO HOSPITAL
50-99,11778.0,32983.6307075357,3169.0,DSH,106521041.0,ST. ELIZABETH COMMUNITY HOSPITAL
200-299,58907.0,105222.167683469,11472.0,Non-DSH,106361343.0,ST. MARY MEDICAL CENTER - APPLE VALLEY
1-49,7292.0,12281.1252089762,40.0,Non-DSH,106250955.0,SURPRISE VALLEY COMMUNITY HOSPITAL
50-99,9739.0,22854.5594110344,2091.0,DSH,106034002.0,SUTTER AMADOR HOSPITAL
1-49,9005.0,24199.33365179389,1800.0,DSH,106084001.0,SUTTER COAST HOSPITAL
1-49,6385.0,22966.4045707852,1542.0,DSH,106171395.0,SUTTER LAKESIDE HOSPITAL
50-99,14339.0,70590.397421882,1482.0,Non-DSH,106291053.0,TAHOE FOREST HOSPITAL
100-149,15726.0,30958.4227319193,3721.0,Non-DSH,106400548.0,TENET HEALTH CENTRAL COAST TWIN CITIES COMMUNITY HOSPITAL
1-49,7343.0,17584.7909445599,266.0,Non-DSH,106531059.0,TRINITY HOSPITAL
100-149,20832.0,33136.63543932866,5445.0,DSH,106361370.0,VICTOR VALLEY GLOBAL MEDICAL CENTER
50-99,7725.0,15940.650975353245,2734.0,Non-DSH,106361105.0,BARSTOW COMMUNITY HOSPITAL
100-149,26308.0,55694.31955509468,2633.0,Non-DSH,106090793.0,BARTON MEMORIAL HOSPITAL
1-49,8248.0,33624.61371149985,448.0,Non-DSH,106361110.0,BEAR VALLEY COMMUNITY HOSPITAL
1-49,10021.0,20020.444136466172,746.0,Non-DSH,106040802.0,BIGGS-GRIDLEY MEMORIAL HOSPITAL
1-49,2217.0,9056.906459455098,30.0,Non-DSH,106190045.0,CATALINA ISLAND MEDICAL CENTER
100-149,35854.0,54868.243550108054,1253.0,DSH,106100697.0,COALINGA REGIONAL MEDICAL CENTER
1-49,1972.0,5385.02400544327,580.0,Non-DSH,106361458.0,COLORADO RIVER MEDICAL CENTER
1-49,4743.0,10422.52174884521,1215.0,DSH,106060870.0,COLUSA REGIONAL MEDICAL CENTER
1-49,1341.0,8730.960857629632,287.0,DSH,106160702.0,CORCORAN DISTRICT HOSPITAL
50-99,20683.0,54443.151051622466,532.0,DSH,106320859.0,EASTERN PLUMAS HEALTH CARE
1-49,4977.0,12692.269537897319,1719.0,Non-DSH,106474007.0,FAIRCHILD MEDICAL CENTER
100-149,33246.0,55934.533267359664,2845.0,Non-DSH,106370705.0,FALLBROOK HOSPITAL DISTRICT
1-49,5536.0,9586.569596075487,1435.0,Non-DSH,106230949.0,FRANK R HOWARD MEMORIAL HOSPITAL
100-149,30496.0,61315.75371172813,1907.0,DSH,106270777.0,GEORGE L. MEE MEMORIAL HOSPITAL
1-49,1277.0,6610.787215640419,319.0,Non-DSH,106110889.0,GLENN MEDICAL CENTER
100-149,33646.0,77575.51092469465,9515.0,Non-DSH,106160725.0,HANFORD COMMUNITY HOSPITAL
150-199,41152.0,86282.0611251909,2590.0,DSH,106350784.0,HAZEL HAWKINS MEMORIAL HOSPITAL
1-49,9478.0,22757.53548123625,974.0,Non-DSH,106490964.0,HEALDSBURG DISTRICT HOSPITAL
150-199,52928.0,91496.81891004286,3993.0,DSH,106362041.0,HI-DESERT MEDICAL CENTER
1-49,3204.0,10887.048373059211,98.0,DSH,106121031.0,JEROLD PHELPS COMMUNITY HOSPITAL
1-49,10678.0,40083.37542612941,378.0,DSH,106220733.0,JOHN C FREMONT HEALTHCARE DISTRICT
100-149,26173.0,56379.067783852544,1066.0,DSH,106150737.0,KERN VALLEY HEALTHCARE DISTRICT
1-49,7853.0,11703.598759004384,399.0,Non-DSH,106100745.0,KINGSBURG MEDICAL HOSPITAL
150-199,46200.0,95049.92156300481,2654.0,DSH,106420491.0,LOMPOC VALLEY MEDICAL CENTER
1-49,1760.0,5012.2868155528695,702.0,Non-DSH,106260011.0,MAMMOTH HOSPITAL
1-49,5823.0,14042.120837081142,1573.0,Non-DSH,106050932.0,MARK TWAIN ST. JOSEPH'S HOSPITAL
100-149,26555.0,53719.15761400691,5618.0,Non-DSH,106090933.0,MARSHALL MEDICAL CENTER
100-149,30737.0,67208.74830134946,555.0,DSH,106450936.0,MAYERS MEMORIAL HOSPITAL
1-49,5735.0,16223.68196233576,1776.0,DSH,106240924.0,MEMORIAL HOSPITAL LOS BANOS
1-49,5809.0,17268.9689158471,1130.0,Non-DSH,106231013.0,MENDOCINO COAST DISTRICT HOSPTIAL
50-99,15701.0,33688.4947685796,1541.0,Non-DSH,106470871.0,MERCY HOSPITAL OF MT. SHASTA
50-99,15653.0,42830.61243707762,233.0,DSH,106250956.0,MODOC MEDICAL CENTER
1-49,8136.0,24317.911718488453,520.0,DSH,106361266.0,MOUNTAINS COMMUNITY HOSPITAL
1-49,3391.0,9163.77890035626,1124.0,Non-DSH,106141273.0,NORTHERN INYO HOSPITAL
150-199,42141.0,110903.62756334622,2179.0,DSH,106500967.0,OAK VALLEY DISTRICT HOSPITAL
100-149,23270.0,43600.29662011168,1091.0,Non-DSH,106560501.0,OJAI VALLEY COMMUNITY HOSPITAL
1-49,5219.0,9887.963777928739,1293.0,Non-DSH,106491338.0,PALM DRIVE HOSPITAL
50-99,5703.0,12035.579651121163,1513.0,Non-DSH,106331288.0,PALO VERDE HOSPITAL
100-149,19670.0,40840.684679074424,5511.0,DSH,106130760.0,PIONEERS MEMORIAL HOSPITAL
1-49,1495.0,6464.637931727177,571.0,Non-DSH,106320986.0,PLUMAS DISTRICT HOSPITAL
1-49,6364.0,13459.606858182235,1705.0,DSH,106121051.0,REDWOOD MEMORIAL HOSPITAL
50-99,10366.0,21163.65570889021,2691.0,Non-DSH,106150782.0,RIDGECREST REGIONAL HOSPITAL
50-99,15933.0,27679.839674912735,4054.0,Non-DSH,106331326.0,SAN GORGONIO MEMORIAL HOSPITAL
1-49,889.0,4621.624149413536,300.0,Non-DSH,106420522.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL
1-49,6442.0,26898.047290782288,216.0,Non-DSH,106321016.0,SENECA HEALTHCARE DISTRICT
1-49,5360.0,14805.499467635163,2507.0,DSH,106100797.0,SIERRA KINGS DISTRICT HOSPITAL
100-149,24245.0,43490.42527460606,6529.0,Non-DSH,106291023.0,SIERRA NEVADA MEMORIAL HOSPITAL
1-49,11237.0,29991.98986310664,52.0,Non-DSH,106141338.0,SOUTHERN INYO HOSPITAL
50-99,9975.0,20718.26076983087,3455.0,Non-DSH,106521041.0,ST. ELIZABETH COMMUNITY HOSPITAL
1-49,6476.0,19828.653136670975,1732.0,DSH,106171049.0,ST. HELENA HOSPITAL - CLEARLAKE
150-199,56190.0,86133.73203806537,15649.0,DSH,106361343.0,ST. MARY MEDICAL CENTER
1-49,8708.0,12904.497717733346,50.0,DSH,106250955.0,SURPRISE VALLEY COMMUNITY HOSPITAL
1-49,8380.0,16690.532307198453,2309.0,Non-DSH,106034002.0,SUTTER AMADOR HOSPITAL
50-99,7861.0,22696.681513654334,2448.0,Non-DSH,106084001.0,SUTTER COAST HOSPITAL
1-49,7152.0,17204.30773534231,2237.0,Non-DSH,106171395.0,SUTTER LAKESIDE HOSPITAL
50-99,19999.0,46898.16985570593,1865.0,Non-DSH,106291053.0,TAHOE FOREST HOSPITAL
1-49,7077.0,49959.687902748876,211.0,Non-DSH,106150808.0,TEHACHAPI HOSPITAL
50-99,9781.0,26843.47744353258,416.0,DSH,106531059.0,TRINITY HOSPITAL
50-99,16715.0,17855.152408734644,325.0,Non-DSH,106551061.0,TUOLUMNE GENERAL MEDICAL FACILITY
100-149,24865.0,34304.14325253668,5690.0,Non-DSH,106400548.0,TWIN CITIES COMMUNITY HOSPITAL
50-99,11880.0,27828.832079319553,3945.0,DSH,106231396.0,UKIAH VALLEY MEDICAL CENTER - HOSPITAL DRIVE
100-149,21233.0,33232.94648543389,6674.0,DSH,106361370.0,VICTOR VALLEY COMMUNITY HOSPITAL
1-49,2302.0,6096.961752347061,93.0,Non-DSH,106190045.0,AVALON MUNICIPAL HOSPITAL & CLINIC
50-99,8439.0,15410.791660684434,2691.0,Non-DSH,106361105.0,BARSTOW COMMUNITY HOSPITAL
100-149,29571.0,54796.639911690276,3811.0,Non-DSH,106090793.0,BARTON MEMORIAL HOSPITAL
1-49,7794.0,26476.133047693933,413.0,Non-DSH,106361110.0,BEAR VALLEY COMMUNITY HOSPITAL
1-49,10060.0,20450.659799687066,908.0,Non-DSH,106040802.0,BIGGS-GRIDLEY MEMORIAL HOSPITAL
1-49,92.0,931.3932207718428,31.0,Non-DSH,106100791.0,CENTRAL VALLEY ORTHOPEDIC & SPINE INSTITUTE
1-49,8315.0,14873.65523950926,65.0,Non-DSH,106200692.0,CHOWCHILLA DISTRICT MEMORIAL HOSPITAL
50-99,14217.0,26232.28775331748,649.0,DSH,106100697.0,COALINGA REGIONAL MEDICAL CENTER
1-49,8471.0,14986.84801825,2250.0,Non-DSH,106361458.0,COLORADO RIVER MEDICAL CENTER
1-49,4382.0,9556.180835894584,979.0,Non-DSH,106060870.0,COLUSA REGIONAL MEDICAL CENTER
1-49,3750.0,10704.09673472226,613.0,Non-DSH,106160702.0,CORCORAN DISTRICT HOSPITAL
1-49,9229.0,13425.094490715814,25.0,Non-DSH,106240853.0,DOS PALOS MEMORIAL HOSPITAL
50-99,18977.0,41502.57941446176,615.0,Non-DSH,106320859.0,EASTERN PLUMAS HEALTH CARE
1-49,4903.0,12305.997588138947,1846.0,Non-DSH,106474007.0,FAIRCHILD MEDICAL CENTER
